-75.9783,4.50693e-006,0.000104528
-75.663,5.29413e-005,8.5196e-005
-75.3477,-1.14472e-005,3.87673e-005
-75.0324,-0.000104118,7.08723e-005
-74.7171,-8.06795e-005,-2.55033e-005
-74.4017,1.71013e-005,1.17711e-005
-74.0864,-7.30024e-006,4.04403e-005
-73.7711,1.65144e-005,-1.44311e-005
-73.4558,-5.24968e-005,3.16787e-005
-73.1405,-7.26531e-005,-1.54598e-005
-72.8252,9.44519e-005,1.20467e-006
-72.5099,9.06234e-005,7.68053e-006
-72.1946,4.33496e-005,1.62266e-005
-71.8793,0.000126234,-3.53459e-005
-71.564,-2.5317e-005,9.70037e-005
-71.2487,0.00012149,-2.40654e-006
-70.9334,5.36347e-005,3.65496e-005
-70.6181,6.59071e-005,-0.000150004
-70.3028,2.74489e-006,-3.57597e-005
-69.9875,4.34701e-005,-0.000110206
-69.6722,4.17695e-005,2.19444e-005
-69.3569,8.31152e-005,1.98704e-005
-69.0415,2.72196e-005,-0.000140224
-68.7262,-0.000154464,0.000124798
-68.4109,0.000100773,-3.10487e-005
-68.0956,4.57625e-005,4.03389e-005
-67.7803,1.26348e-005,4.45016e-006
-67.465,-0.000148576,5.93144e-005
-67.1497,9.32468e-005,2.68457e-005
-66.8344,6.7356e-005,-3.27441e-005
-66.5191,-0.000269598,-8.66299e-006
-66.2038,2.36947e-005,-9.90495e-005
-65.8885,7.73889e-005,-5.87139e-005
-65.5732,1.95042e-005,-3.87411e-005
-65.2579,0.000229638,-2.67836e-005
-64.9426,-2.33307e-005,-6.96567e-005
-64.6273,-9.30459e-005,0.000261292
-64.312,3.88335e-005,1.71574e-005
-63.9967,-6.46869e-005,6.81766e-005
-63.6814,-0.000172502,-6.68164e-005
-63.3661,2.46499e-005,-8.34112e-005
-63.0507,-0.000168048,-2.35934e-005
-62.7354,6.81692e-005,-9.84413e-005
-62.4201,-0.000146516,-4.74632e-005
-62.1048,4.10698e-005,0.00018839
-61.7895,-0.000115145,0.000123365
-61.4742,5.15637e-005,0.000150219
-61.1589,0.000135628,-7.10384e-006
-60.8436,6.18557e-005,8.57275e-005
-60.5283,-0.000140866,-7.30147e-006
-60.213,3.80677e-005,-0.000146843
-59.8977,1.26754e-005,-1.85916e-005
-59.5824,0.000136767,8.72079e-005
-59.2671,-2.73814e-005,-0.000156773
-58.9518,1.88447e-005,-0.000253945
-58.6365,-0.000116385,-6.25079e-005
-58.3212,4.32707e-005,-3.06175e-005
-58.0058,-0.000121767,4.08657e-005
-57.6905,6.05831e-005,2.83801e-005
-57.3752,-5.3394e-006,-7.08686e-005
-57.0599,7.93317e-006,-0.00016013
-56.7446,-0.000239677,0.000112946
-56.4293,-5.97962e-005,0.000187746
-56.114,-0.000130886,0.000189993
-55.7987,-4.35039e-005,-6.85233e-005
-55.4834,-0.000141714,1.3462e-005
-55.1681,-0.000118863,0.000261301
-54.8528,0.00013897,-1.56091e-005
-54.5375,-0.000398795,6.07767e-005
-54.2222,-0.00017804,-0.000275728
-53.9069,-4.20927e-005,-4.13101e-005
-53.5916,0.000154288,-0.000270928
-53.2763,-0.000101213,-0.000123001
-52.961,-0.000155696,-9.84796e-005
-52.6457,1.98231e-005,0.000127897
-52.3303,0.000183131,-0.000219015
-52.015,0.000241786,0.000162275
-51.6997,-2.56553e-005,-0.000241741
-51.3844,0.000306882,-3.59975e-005
-51.0691,-6.13786e-006,-1.56639e-005
-50.7538,9.74534e-005,-0.000120138
-50.4385,9.01819e-005,-0.000189455
-50.1232,-7.06831e-005,-0.000247841
-49.8079,0.000128063,0.00016241
-49.4926,0.000163807,-0.00022341
-49.1773,-0.00010924,0.00022427
-48.862,0.000127045,9.1739e-005
-48.5467,0.000132333,-0.000218156
-48.2314,-5.0422e-007,-0.000200084
-47.9161,-0.000244716,-0.000164805
-47.6008,4.35535e-005,-0.000291117
-47.2855,-0.000132427,-0.000107483
-46.9701,0.000277338,-8.30072e-005
-46.6548,4.84584e-005,-0.000116346
-46.3395,-0.000173208,5.72347e-005
-46.0242,0.000123741,-6.18227e-006
-45.7089,-0.000167154,1.08764e-005
-45.3936,0.000235045,1.65903e-006
-45.0783,1.82053e-005,-0.000125419
-44.763,0.000112914,3.03881e-005
-44.4477,0.00010003,-4.41513e-005
-44.1324,-6.0544e-005,-0.000314036
-43.8171,-2.17719e-006,-1.7024e-005
-43.5018,1.29698e-006,8.60627e-005
-43.1865,0.000293755,8.56116e-005
-42.8712,-3.64001e-006,-0.000172722
-42.5559,0.00022278,0.000100932
-42.2406,-1.10256e-005,8.84741e-005
-41.9253,0.000296788,0.00014369
-41.6099,-5.85343e-005,-7.06297e-005
-41.2946,0.000182356,0.000114564
-40.9793,5.82515e-005,0.000102845
-40.664,3.56549e-005,-0.000142533
-40.3487,-0.000113261,-0.000133711
-40.0334,0.000120469,0.000211385
-39.7181,5.31736e-005,8.54121e-005
-39.4028,0.000117575,0.000106687
-39.0875,-4.19857e-005,6.02272e-005
-38.7722,-1.34373e-005,0.000102963
-38.4569,0.000115369,-2.36525e-006
-38.1416,8.36093e-005,-0.000227038
-37.8263,-0.000213909,7.13682e-005
-37.511,0.000108912,-7.77298e-006
-37.1957,-8.49279e-005,9.14114e-005
-36.8804,9.64463e-005,-3.39247e-005
-36.5651,-3.6559e-005,9.56364e-005
-36.2497,0.000153162,-0.000180441
-35.9344,-0.000170027,5.78009e-005
-35.6191,-1.12248e-005,-5.47584e-005
-35.3038,-1.13181e-005,-0.000280529
-34.9885,-0.000190731,-0.000180335
-34.6732,-0.000181082,-9.70002e-006
-34.3579,3.41783e-005,-0.000276015
-34.0426,1.79233e-005,-0.000178614
-33.7273,-0.000301709,0.000236902
-33.412,0.000196529,-2.88274e-005
-33.0967,-0.00030892,-0.00020594
-32.7814,1.44537e-005,-0.000143208
-32.4661,-1.61501e-005,0.000182122
-32.1508,0.000100589,-0.000238828
-31.8355,7.85171e-005,-0.000130758
-31.5202,-5.2055e-005,3.93586e-005
-31.2049,8.99347e-005,-0.000140423
-30.8896,-0.000182476,-0.000160017
-30.5742,4.76297e-006,0.000261885
-30.2589,0.000178736,0.000237852
-29.9436,0.000114947,-0.000339357
-29.6283,1.66931e-005,-3.57653e-005
-29.313,-0.000290557,-0.00016082
-28.9977,7.59241e-005,9.00983e-006
-28.6824,0.000299745,-7.90485e-005
-28.3671,0.000212017,-0.000247782
-28.0518,7.9879e-005,-8.86326e-005
-27.7365,3.62732e-005,7.25178e-005
-27.4212,-2.58376e-005,-5.425e-005
-27.1059,-9.88631e-005,-0.000229118
-26.7906,7.75347e-005,-0.000297582
-26.4753,1.33093e-005,-0.000483648
-26.16,-0.000177472,5.5856e-005
-25.8447,5.6947e-005,-0.000202788
-25.5294,0.000111487,-0.000262862
-25.214,-0.000220342,0.000113078
-24.8987,-0.00018327,-4.21876e-005
-24.5834,-0.000282772,4.28124e-005
-24.2681,6.60031e-005,-0.000233507
-23.9528,4.59066e-005,7.6985e-005
-23.6375,-6.51918e-005,-7.58632e-005
-23.3222,0.000190338,-5.94508e-005
-23.0069,-2.41835e-005,-0.000191245
-22.6916,0.000191534,-0.00020456
-22.3763,-0.000170189,-0.000139898
-22.061,-4.78415e-005,-9.61818e-005
-21.7457,-0.000135049,-0.000186141
-21.4304,-9.26312e-005,-0.000371612
-21.1151,3.44601e-005,0.000116789
-20.7998,6.24709e-005,-0.00017711
-20.4845,-3.55269e-005,-1.28923e-005
-20.1692,0.000335718,-9.66141e-005
-19.8538,0.000233237,-5.39414e-005
-19.5385,6.68001e-005,2.13739e-005
-19.2232,0.000272164,0.000113005
-18.9079,2.19244e-005,-0.000483055
-18.5926,8.20657e-005,-0.000348673
-18.2773,6.60382e-005,-0.000364372
-17.962,0.00013674,-0.000108325
-17.6467,0.000145176,-0.000168758
-17.3314,-3.22379e-005,-4.47337e-005
-17.0161,0.000176981,-0.000116384
-16.7008,-1.32651e-005,-0.00026852
-16.3855,-0.000105968,-0.000395922
-16.0702,3.34822e-005,-8.03521e-005
-15.7549,-3.94406e-005,8.08821e-005
-15.4396,-4.12878e-005,-0.000125004
-15.1243,9.86494e-005,-0.000307916
-14.809,-7.54555e-005,-0.00010916
-14.4937,-0.000116654,-0.000260878
-14.1783,-0.000267702,-0.000194492
-13.863,0.000336069,-0.000211641
-13.5477,0.00019967,-0.000301021
-13.2324,0.000121835,-0.00021673
-12.9171,0.000249445,-0.000275266
-12.6018,0.000173809,-0.000432787
-12.2865,1.75723e-005,-0.000248803
-11.9712,-0.00021631,-0.000194159
-11.6559,-2.16656e-005,-0.000339396
-11.3406,-0.000222129,-0.000146602
-11.0253,9.64961e-005,-0.000337838
-10.71,5.07937e-005,-0.000151041
-10.3947,-1.09111e-005,-0.000234439
-10.0794,-3.23889e-006,-0.000489116
-9.76407,-7.66868e-005,-0.000268996
-9.44876,0.000125389,-0.00040844
-9.13345,-0.000104178,-0.000413024
-8.81815,-9.5892e-005,-0.000239251
-8.50284,-6.73683e-005,-0.000129518
-8.18754,-0.000254668,-0.000170634
-7.87223,8.96069e-006,-0.000227808
-7.55692,0.000486058,-0.000337506
-7.24162,-7.00451e-005,-0.000344868
-6.92631,-2.47655e-005,-0.00039094
-6.61101,-0.000138664,-0.000418307
-6.2957,0.000135842,-0.000622946
-5.9804,7.8554e-005,-0.000704567
-5.66509,9.40509e-005,-0.000423733
-5.34978,-0.000345218,-0.000386755
-5.03448,-2.53355e-005,-0.000455943
-4.71917,0.000231649,-0.000275753
-4.40387,6.85088e-006,-0.00040976
-4.08856,1.44374e-005,-0.000568098
-3.77326,-0.000122414,-0.000492035
-3.45795,0.000148063,-0.000743494
-3.14264,0.000424163,-0.000686099
-2.82734,0.000107169,-0.000854972
-2.51203,0.000286607,-0.000700901
-2.19673,0.000456394,-0.000624929
-1.88142,0.00043236,-0.000846409
-1.56612,0.000771069,-0.00087087
-1.25081,0.000858946,-0.000977767
-0.935504,0.00109975,-0.000917281
-0.620198,0.00129536,-0.000999315
-0.304893,0.00182696,-0.00137634
0.0104132,0.00198475,-0.000356397
0.325719,0.00268076,0.000136664
0.641025,0.00182436,0.000646114
0.956331,0.00182111,0.0012184
1.27164,0.00106697,0.000862843
1.58694,0.000737021,0.00113813
1.90225,0.00052032,0.000920918
2.21755,0.000420754,0.000823975
2.53286,0.000578555,0.000623951
2.84817,0.000686795,0.000714759
3.16347,0.000615004,0.000699843
3.47878,0.000477168,0.00103229
3.79408,0.000234698,0.00102338
4.10939,0.000378315,0.000761538
4.42469,0.000278665,0.000737485
4.74,0.000150195,0.000661798
5.05531,-6.60395e-006,0.000752047
5.37061,0.000252024,0.000696151
5.68592,0.000229985,0.000689459
6.00122,-6.0555e-005,0.000735024
6.31653,-6.14373e-005,0.000301988
6.63183,0.000120175,0.000504958
6.94714,8.81024e-006,0.000473533
7.26245,-8.11729e-005,0.000456278
7.57775,9.91138e-006,0.000318991
7.89306,0.000192155,0.000394445
8.20836,-7.88581e-006,0.000420282
8.52367,-2.67007e-005,0.000339174
8.83897,-6.52521e-005,0.000443695
9.15428,1.14597e-005,0.000434385
9.46959,0.000132694,0.000240137
9.78489,0.00010954,0.000516502
10.1002,-0.000135754,-8.92733e-005
10.4155,0.000310642,0.000323033
10.7308,0.000267874,0.000234572
11.0461,-0.000239302,0.000677908
11.3614,-0.000135047,9.75464e-005
11.6767,-0.000287076,0.000267964
11.992,0.000227009,8.30595e-005
12.3073,6.67914e-005,0.000146524
12.6226,-7.71173e-006,0.000319964
12.938,3.69517e-005,0.000265217
13.2533,3.83291e-005,0.000210596
13.5686,-0.000100554,1.20441e-005
13.8839,0.000193872,8.15879e-005
14.1992,0.000124184,0.000272736
14.5145,-7.87737e-005,7.23023e-005
14.8298,-0.000129766,-6.93636e-005
15.1451,0.000271677,-0.00025394
15.4604,0.000340488,0.000494432
15.7757,-4.86485e-005,0.000143112
16.091,-5.01568e-005,0.000420514
16.4063,-0.000116769,0.000273345
16.7216,7.47474e-005,5.85589e-005
17.0369,0.000225948,0.000149911
17.3522,-0.00013872,0.000345546
17.6675,0.000132738,-7.05971e-006
17.9828,1.67932e-005,0.000220032
18.2981,-9.45032e-005,8.23557e-005
18.6135,0.000114549,0.000163794
18.9288,0.000161483,0.000133031
19.2441,-0.000454529,0.000230081
19.5594,0.000148094,8.50115e-005
19.8747,-0.000223106,-0.000132694
20.19,-3.4227e-005,-6.1511e-005
20.5053,-3.60366e-005,2.05451e-005
20.8206,0.000325909,0.000161372
21.1359,0.000260217,-0.000134418
21.4512,-4.40915e-005,0.000121754
21.7665,0.000188601,-3.01867e-005
