    0.0100	    0.0109	    0.0000
    0.0104	    0.0068	    0.0000
    0.0107	    0.0031	    0.0000
    0.0111	    0.0004	    0.0000
    0.0115	    0.0000	    0.0000
    0.0119	    0.0000	    0.0000
    0.0123	    0.0000	    0.0000
    0.0128	    0.0000	    0.0000
    0.0132	    0.0000	    0.0000
    0.0137	    0.0000	    0.0000
    0.0141	    0.0000	    0.0000
    0.0146	    0.0000	    0.0000
    0.0152	    0.0000	    0.0000
    0.0157	    0.0000	    0.0000
    0.0163	    0.0000	    0.0000
    0.0168	    0.0000	    0.0000
    0.0174	    0.0000	    0.0000
    0.0180	    0.0000	    0.0000
    0.0187	    0.0000	    0.0000
    0.0193	    0.0000	    0.0000
    0.0200	    0.0000	    0.0000
    0.0207	    0.0000	    0.0000
    0.0215	    0.0000	    0.0000
    0.0222	    0.0000	    0.0000
    0.0230	    0.0000	    0.0000
    0.0238	    0.0000	    0.0000
    0.0247	    0.0000	    0.0000
    0.0255	    0.0000	    0.0000
    0.0264	    0.0000	    0.0000
    0.0274	    0.0001	    0.0000
    0.0283	    0.0006	    0.0000
    0.0293	    0.0008	    0.0000
    0.0304	    0.0013	    0.0000
    0.0314	    0.0015	    0.0000
    0.0326	    0.0012	    0.0000
    0.0337	    0.0007	    0.0000
    0.0349	    0.0000	    0.0000
    0.0361	    0.0000	    0.0000
    0.0374	    0.0000	    0.0000
    0.0387	    0.0000	    0.0000
    0.0401	    0.0000	    0.0000
    0.0415	    0.0000	    0.0000
    0.0430	    0.0000	    0.0000
    0.0445	    0.0000	    0.0000
    0.0461	    0.0000	    0.0000
    0.0477	    0.0000	    0.0000
    0.0494	    0.0000	    0.0000
    0.0511	    0.0000	    0.0000
    0.0529	    0.0000	    0.0000
    0.0548	    0.0000	    0.0000
    0.0567	    0.0000	    0.0000
    0.0587	    0.0000	    0.0000
    0.0608	    0.0000	    0.0000
    0.0629	    0.0000	    0.0000
    0.0652	    0.0000	    0.0000
    0.0675	    0.0000	    0.0000
    0.0699	    0.0000	    0.0000
    0.0723	    0.0000	    0.0000
    0.0749	    0.0000	    0.0000
    0.0775	    0.0000	    0.0000
    0.0803	    0.0000	    0.0000
    0.0831	    0.0000	    0.0000
    0.0860	    0.0000	    0.0000
    0.0891	    0.0000	    0.0000
    0.0922	    0.0000	    0.0000
    0.0955	    0.0000	    0.0000
    0.0988	    0.0000	    0.0000
    0.1023	    0.0000	    0.0000
    0.1060	    0.0000	    0.0000
    0.1097	    0.0000	    0.0000
    0.1136	    0.0000	    0.0000
    0.1176	    0.0000	    0.0000
    0.1217	    0.0000	    0.0000
    0.1260	    0.0000	    0.0000
    0.1305	    0.0000	    0.0000
    0.1351	    0.0000	    0.0000
    0.1399	    0.0000	    0.0000
    0.1448	    0.0000	    0.0000
    0.1499	    0.0000	    0.0000
    0.1552	    0.0000	    0.0000
    0.1607	    0.0000	    0.0000
    0.1664	    0.0000	    0.0000
    0.1723	    0.0000	    0.0000
    0.1783	    0.0000	    0.0000
    0.1846	    0.0000	    0.0000
    0.1912	    0.0000	    0.0000
    0.1979	    0.0000	    0.0000
    0.2049	    0.0000	    0.0000
    0.2121	    0.0000	    0.0000
    0.2196	    0.0000	    0.0000
    0.2274	    0.0000	    0.0000
    0.2354	    0.0000	    0.0000
    0.2437	    0.0000	    0.0000
    0.2524	    0.0000	    0.0000
    0.2613	    0.0000	    0.0000
    0.2705	    0.0000	    0.0000
    0.2801	    0.0000	    0.0000
    0.2899	    0.0000	    0.0000
    0.3002	    0.0000	    0.0000
    0.3108	    0.0000	    0.0000
    0.3218	    0.0000	    0.0000
    0.3331	    0.0000	    0.0000
    0.3449	    0.0000	    0.0000
    0.3571	    0.0000	    0.0000
    0.3697	    0.0000	    0.0000
    0.3827	    0.0000	    0.0000
    0.3963	    0.0000	    0.0000
    0.4103	    0.0000	    0.0000
    0.4248	    0.0000	    0.0000
    0.4398	    0.0000	    0.0000
    0.4553	    0.0000	    0.0000
    0.4714	    0.0000	    0.0000
    0.4880	    0.0000	    0.0000
    0.5053	    0.0000	    0.0000
    0.5231	    0.0000	    0.0000
    0.5416	    0.0000	    0.0000
