    0.0000	    0.6305	    0.0126
    0.0035	    0.6080	    0.1167
    0.0070	    0.6162	    0.0336
    0.0105	    0.6071	    0.1051
    0.0140	    0.6105	    0.0495
    0.0175	    0.6044	    0.0898
    0.0210	    0.6043	    0.0573
    0.0245	    0.6010	    0.0780
    0.0280	    0.6001	    0.0646
    0.0315	    0.5986	    0.0748
    0.0350	    0.5963	    0.0685
    0.0385	    0.5950	    0.0705
    0.0420	    0.5943	    0.0650
    0.0455	    0.5908	    0.0735
    0.0490	    0.5908	    0.0671
    0.0525	    0.5888	    0.0679
    0.0560	    0.5884	    0.0627
    0.0595	    0.5854	    0.0684
    0.0630	    0.5854	    0.0631
    0.0665	    0.5840	    0.0634
    0.0700	    0.5825	    0.0692
    0.0735	    0.5824	    0.0514
    0.0770	    0.5782	    0.0826
    0.0805	    0.5789	    0.0604
    0.0840	    0.5772	    0.0661
    0.0875	    0.5758	    0.0640
    0.0910	    0.5745	    0.0627
    0.0945	    0.5734	    0.0592
    0.0980	    0.5710	    0.0721
    0.1015	    0.5713	    0.0580
    0.1050	    0.5691	    0.0657
    0.1085	    0.5685	    0.0627
    0.1120	    0.5672	    0.0607
    0.1155	    0.5648	    0.0699
    0.1190	    0.5654	    0.0551
    0.1225	    0.5635	    0.0666
    0.1260	    0.5636	    0.0485
    0.1295	    0.5607	    0.0688
    0.1330	    0.5612	    0.0484
    0.1365	    0.5582	    0.0715
    0.1400	    0.5587	    0.0510
    0.1435	    0.5566	    0.0652
    0.1470	    0.5554	    0.0571
    0.1505	    0.5536	    0.0651
    0.1540	    0.5527	    0.0593
    0.1575	    0.5523	    0.0546
    0.1610	    0.5502	    0.0620
    0.1645	    0.5489	    0.0627
    0.1680	    0.5487	    0.0559
    0.1715	    0.5467	    0.0590
    0.1750	    0.5460	    0.0623
    0.1785	    0.5458	    0.0509
    0.1820	    0.5444	    0.0566
    0.1855	    0.5431	    0.0566
    0.1890	    0.5422	    0.0555
    0.1925	    0.5409	    0.0559
    0.1960	    0.5401	    0.0591
    0.1995	    0.5396	    0.0499
    0.2030	    0.5365	    0.0706
    0.2065	    0.5384	    0.0375
    0.2100	    0.5321	    0.0810
    0.2135	    0.5350	    0.0426
    0.2170	    0.5324	    0.0623
    0.2205	    0.5322	    0.0468
    0.2240	    0.5301	    0.0618
    0.2275	    0.5300	    0.0484
    0.2310	    0.5287	    0.0551
    0.2345	    0.5272	    0.0570
    0.2380	    0.5271	    0.0511
    0.2415	    0.5243	    0.0635
    0.2450	    0.5252	    0.0446
    0.2485	    0.5238	    0.0533
    0.2520	    0.5222	    0.0535
    0.2555	    0.5225	    0.0459
    0.2590	    0.5202	    0.0517
    0.2625	    0.5201	    0.0471
    0.2660	    0.5177	    0.0575
    0.2695	    0.5187	    0.0383
    0.2730	    0.5151	    0.0617
    0.2765	    0.5166	    0.0346
    0.2800	    0.5126	    0.0631
    0.2835	    0.5133	    0.0399
    0.2870	    0.5108	    0.0609
    0.2905	    0.5104	    0.0465
    0.2940	    0.5095	    0.0541
    0.2975	    0.5086	    0.0495
    0.3010	    0.5078	    0.0511
    0.3045	    0.5077	    0.0429
    0.3080	    0.5048	    0.0600
    0.3115	    0.5053	    0.0471
    0.3150	    0.5044	    0.0483
    0.3185	    0.5034	    0.0474
    0.3220	    0.5019	    0.0527
    0.3255	    0.5026	    0.0357
    0.3290	    0.4993	    0.0567
    0.3325	    0.4998	    0.0424
    0.3360	    0.4978	    0.0549
    0.3395	    0.4986	    0.0359
    0.3430	    0.4968	    0.0482
    0.3465	    0.4950	    0.0492
    0.3500	    0.4949	    0.0455
    0.3535	    0.4927	    0.0520
    0.3570	    0.4925	    0.0458
    0.3605	    0.4917	    0.0450
    0.3640	    0.4900	    0.0508
    0.3675	    0.4901	    0.0392
    0.3710	    0.4870	    0.0554
    0.3745	    0.4879	    0.0358
    0.3780	    0.4846	    0.0601
    0.3815	    0.4861	    0.0331
    0.3850	    0.4834	    0.0544
    0.3885	    0.4840	    0.0356
    0.3920	    0.4825	    0.0460
    0.3955	    0.4816	    0.0391
    0.3990	    0.4803	    0.0455
    0.4025	    0.4803	    0.0324
    0.4060	    0.4779	    0.0521
    0.4095	    0.4780	    0.0376
    0.4130	    0.4766	    0.0451
    0.4165	    0.4752	    0.0454
    0.4200	    0.4753	    0.0386
    0.4235	    0.4729	    0.0479
    0.4270	    0.4734	    0.0334
    0.4305	    0.4716	    0.0483
    0.4340	    0.4709	    0.0390
    0.4375	    0.4702	    0.0415
    0.4410	    0.4687	    0.0427
    0.4445	    0.4689	    0.0366
    0.4480	    0.4671	    0.0413
    0.4515	    0.4658	    0.0410
    0.4550	    0.4648	    0.0433
    0.4585	    0.4645	    0.0331
    0.4620	    0.4620	    0.0492
    0.4655	    0.4625	    0.0317
    0.4690	    0.4607	    0.0451
    0.4725	    0.4601	    0.0388
    0.4760	    0.4595	    0.0356
    0.4795	    0.4573	    0.0483
    0.4830	    0.4579	    0.0300
    0.4865	    0.4557	    0.0473
    0.4900	    0.4560	    0.0321
    0.4935	    0.4541	    0.0454
    0.4970	    0.4536	    0.0332
    0.5005	    0.4524	    0.0392
    0.5040	    0.4515	    0.0345
    0.5075	    0.4497	    0.0418
    0.5110	    0.4490	    0.0393
    0.5145	    0.4486	    0.0329
    0.5180	    0.4466	    0.0486
    0.5215	    0.4471	    0.0188
    0.5250	    0.4441	    0.0490
    0.5285	    0.4450	    0.0238
    0.5320	    0.4424	    0.0432
    0.5355	    0.4417	    0.0339
    0.5390	    0.4415	    0.0325
    0.5425	    0.4390	    0.0460
    0.5460	    0.4405	    0.0270
    0.5495	    0.4376	    0.0481
    0.5530	    0.4392	    0.0200
    0.5565	    0.4357	    0.0486
    0.5600	    0.4368	    0.0251
    0.5635	    0.4345	    0.0449
    0.5670	    0.4348	    0.0291
    0.5705	    0.4342	    0.0308
    0.5740	    0.4322	    0.0358
    0.5775	    0.4317	    0.0303
    0.5810	    0.4305	    0.0390
    0.5845	    0.4307	    0.0244
    0.5880	    0.4286	    0.0402
    0.5915	    0.4283	    0.0242
    0.5950	    0.4265	    0.0382
    0.5985	    0.4260	    0.0291
    0.6020	    0.4253	    0.0326
    0.6055	    0.4238	    0.0357
    0.6090	    0.4240	    0.0233
    0.6125	    0.4218	    0.0347
    0.6160	    0.4218	    0.0231
    0.6195	    0.4199	    0.0377
    0.6230	    0.4196	    0.0256
    0.6265	    0.4182	    0.0373
    0.6300	    0.4177	    0.0236
    0.6335	    0.4163	    0.0390
    0.6370	    0.4158	    0.0199
    0.6405	    0.4141	    0.0375
    0.6440	    0.4140	    0.0273
    0.6475	    0.4129	    0.0327
    0.6510	    0.4122	    0.0288
    0.6545	    0.4115	    0.0270
    0.6580	    0.4099	    0.0378
    0.6615	    0.4106	    0.0204
    0.6650	    0.4087	    0.0366
    0.6685	    0.4089	    0.0209
    0.6720	    0.4072	    0.0369
    0.6755	    0.4074	    0.0194
    0.6790	    0.4049	    0.0384
    0.6825	    0.4051	    0.0242
    0.6860	    0.4046	    0.0273
    0.6895	    0.4034	    0.0301
    0.6930	    0.4029	    0.0244
    0.6965	    0.4015	    0.0331
    0.7000	    0.4014	    0.0184
    0.7035	    0.3997	    0.0339
    0.7070	    0.3995	    0.0186
    0.7105	    0.3974	    0.0369
    0.7140	    0.3976	    0.0197
    0.7175	    0.3960	    0.0354
    0.7210	    0.3955	    0.0246
    0.7245	    0.3951	    0.0260
    0.7280	    0.3931	    0.0299
    0.7315	    0.3934	    0.0209
    0.7350	    0.3904	    0.0410
    0.7385	    0.3916	    0.0110
    0.7420	    0.3889	    0.0405
    0.7455	    0.3898	    0.0139
    0.7490	    0.3884	    0.0368
    0.7525	    0.3884	    0.0141
    0.7560	    0.3863	    0.0383
    0.7595	    0.3864	    0.0139
    0.7630	    0.3851	    0.0309
    0.7665	    0.3844	    0.0228
    0.7700	    0.3835	    0.0281
    0.7735	    0.3833	    0.0182
    0.7770	    0.3814	    0.0289
    0.7805	    0.3816	    0.0217
    0.7840	    0.3801	    0.0276
    0.7875	    0.3796	    0.0234
    0.7910	    0.3788	    0.0239
    0.7945	    0.3777	    0.0226
    0.7980	    0.3771	    0.0213
    0.8015	    0.3763	    0.0212
    0.8050	    0.3753	    0.0224
    0.8085	    0.3738	    0.0274
    0.8120	    0.3737	    0.0169
    0.8155	    0.3723	    0.0315
    0.8190	    0.3721	    0.0134
    0.8225	    0.3700	    0.0380
    0.8260	    0.3708	    0.0097
    0.8295	    0.3691	    0.0326
    0.8330	    0.3690	    0.0152
    0.8365	    0.3676	    0.0277
    0.8400	    0.3671	    0.0208
    0.8435	    0.3669	    0.0171
    0.8470	    0.3651	    0.0237
    0.8505	    0.3654	    0.0166
    0.8540	    0.3637	    0.0318
    0.8575	    0.3640	    0.0130
    0.8610	    0.3628	    0.0261
    0.8645	    0.3622	    0.0150
    0.8680	    0.3607	    0.0289
    0.8715	    0.3605	    0.0093
    0.8750	    0.3585	    0.0357
    0.8785	    0.3589	    0.0058
    0.8820	    0.3569	    0.0309
    0.8855	    0.3572	    0.0147
    0.8890	    0.3555	    0.0287
    0.8925	    0.3556	    0.0115
    0.8960	    0.3536	    0.0280
    0.8995	    0.3534	    0.0182
    0.9030	    0.3528	    0.0194
    0.9065	    0.3521	    0.0201
    0.9100	    0.3514	    0.0225
    0.9135	    0.3514	    0.0159
    0.9170	    0.3497	    0.0255
    0.9205	    0.3498	    0.0160
    0.9240	    0.3486	    0.0234
    0.9275	    0.3483	    0.0190
    0.9310	    0.3478	    0.0150
    0.9345	    0.3468	    0.0229
    0.9380	    0.3464	    0.0173
    0.9415	    0.3459	    0.0162
    0.9450	    0.3444	    0.0212
    0.9485	    0.3445	    0.0173
    0.9520	    0.3437	    0.0181
    0.9555	    0.3431	    0.0155
    0.9590	    0.3424	    0.0184
    0.9625	    0.3417	    0.0146
    0.9660	    0.3407	    0.0201
    0.9695	    0.3403	    0.0164
    0.9730	    0.3392	    0.0207
    0.9765	    0.3391	    0.0123
    0.9800	    0.3381	    0.0205
    0.9835	    0.3377	    0.0158
    0.9870	    0.3368	    0.0237
    0.9905	    0.3365	    0.0123
    0.9940	    0.3360	    0.0160
    0.9975	    0.3348	    0.0197
    1.0010	    0.3344	    0.0174
    1.0045	    0.3340	    0.0112
    1.0080	    0.3327	    0.0223
    1.0115	    0.3326	    0.0122
    1.0150	    0.3316	    0.0169
    1.0185	    0.3308	    0.0152
    1.0220	    0.3305	    0.0131
    1.0255	    0.3293	    0.0200
    1.0290	    0.3293	    0.0070
    1.0325	    0.3280	    0.0221
    1.0360	    0.3278	    0.0123
    1.0395	    0.3272	    0.0182
    1.0430	    0.3260	    0.0161
    1.0465	    0.3262	    0.0102
    1.0500	    0.3249	    0.0196
    1.0535	    0.3245	    0.0104
    1.0570	    0.3236	    0.0194
    1.0605	    0.3229	    0.0108
    1.0640	    0.3222	    0.0224
    1.0675	    0.3216	    0.0119
    1.0710	    0.3213	    0.0135
    1.0745	    0.3206	    0.0126
    1.0780	    0.3204	    0.0097
    1.0815	    0.3191	    0.0209
    1.0850	    0.3191	    0.0092
    1.0885	    0.3180	    0.0202
    1.0920	    0.3179	    0.0085
    1.0955	    0.3172	    0.0156
    1.0990	    0.3165	    0.0106
    1.1025	    0.3159	    0.0157
    1.1060	    0.3152	    0.0147
    1.1095	    0.3150	    0.0094
    1.1130	    0.3139	    0.0113
    1.1165	    0.3136	    0.0119
    1.1200	    0.3129	    0.0108
    1.1235	    0.3118	    0.0175
    1.1270	    0.3117	    0.0064
    1.1305	    0.3100	    0.0220
    1.1340	    0.3103	    0.0047
    1.1375	    0.3090	    0.0190
    1.1410	    0.3090	    0.0045
    1.1445	    0.3085	    0.0143
    1.1480	    0.3077	    0.0088
    1.1515	    0.3068	    0.0157
    1.1550	    0.3068	    0.0050
    1.1585	    0.3057	    0.0148
    1.1620	    0.3053	    0.0059
    1.1655	    0.3038	    0.0193
    1.1690	    0.3040	    0.0081
    1.1725	    0.3029	    0.0172
    1.1760	    0.3028	    0.0017
    1.1795	    0.3015	    0.0206
    1.1830	    0.3012	    0.0007
    1.1865	    0.3002	    0.0188
    1.1900	    0.3002	    0.0068
    1.1935	    0.2995	    0.0110
    1.1970	    0.2988	    0.0127
    1.2005	    0.2986	    0.0061
    1.2040	    0.2976	    0.0178
    1.2075	    0.2977	    0.0024
    1.2110	    0.2965	    0.0150
    1.2145	    0.2959	    0.0075
    1.2180	    0.2950	    0.0153
    1.2215	    0.2946	    0.0079
    1.2250	    0.2941	    0.0115
    1.2285	    0.2934	    0.0076
    1.2320	    0.2927	    0.0080
    1.2355	    0.2921	    0.0126
    1.2390	    0.2920	    0.0107
    1.2425	    0.2913	    0.0058
    1.2460	    0.2903	    0.0116
    1.2495	    0.2900	    0.0094
    1.2530	    0.2891	    0.0086
    1.2565	    0.2886	    0.0097
    1.2600	    0.2883	    0.0069
    1.2635	    0.2876	    0.0140
    1.2670	    0.2874	    0.0052
    1.2705	    0.2867	    0.0107
    1.2740	    0.2858	    0.0078
    1.2775	    0.2854	    0.0071
    1.2810	    0.2844	    0.0117
    1.2845	    0.2841	    0.0051
    1.2880	    0.2833	    0.0103
    1.2915	    0.2828	    0.0049
    1.2950	    0.2821	    0.0120
    1.2985	    0.2817	    0.0042
    1.3020	    0.2810	    0.0067
    1.3055	    0.2804	    0.0073
    1.3090	    0.2799	    0.0080
    1.3125	    0.2793	    0.0094
    1.3160	    0.2791	    0.0044
    1.3195	    0.2782	    0.0111
    1.3230	    0.2781	    0.0037
    1.3265	    0.2772	    0.0121
    1.3300	    0.2766	    0.0023
    1.3335	    0.2759	    0.0114
    1.3370	    0.2756	    0.0036
    1.3405	    0.2747	    0.0119
    1.3440	    0.2745	    0.0029
    1.3475	    0.2742	    0.0083
    1.3510	    0.2731	    0.0086
    1.3545	    0.2732	    0.0048
    1.3580	    0.2723	    0.0103
    1.3615	    0.2720	    0.0069
    1.3650	    0.2714	    0.0101
    1.3685	    0.2708	    0.0080
    1.3720	    0.2705	    0.0054
    1.3755	    0.2697	    0.0066
    1.3790	    0.2693	    0.0073
    1.3825	    0.2688	    0.0062
    1.3860	    0.2683	    0.0009
    1.3895	    0.2674	    0.0115
    1.3930	    0.2674	    0.0001
    1.3965	    0.2666	    0.0103
    1.4000	    0.2660	   -0.0022
    1.4035	    0.2652	    0.0125
    1.4070	    0.2652	    0.0018
    1.4105	    0.2646	    0.0087
    1.4140	    0.2641	   -0.0018
    1.4175	    0.2635	    0.0149
    1.4210	    0.2630	   -0.0047
    1.4245	    0.2623	    0.0132
    1.4280	    0.2618	    0.0007
    1.4315	    0.2614	    0.0085
    1.4350	    0.2609	    0.0038
    1.4385	    0.2604	    0.0056
    1.4420	    0.2600	    0.0035
    1.4455	    0.2594	    0.0016
    1.4490	    0.2588	    0.0068
    1.4525	    0.2582	    0.0025
    1.4560	    0.2579	    0.0086
    1.4595	    0.2573	   -0.0021
    1.4630	    0.2567	    0.0098
    1.4665	    0.2563	   -0.0000
    1.4700	    0.2561	    0.0070
    1.4735	    0.2551	   -0.0005
    1.4770	    0.2548	    0.0095
    1.4805	    0.2542	    0.0001
    1.4840	    0.2536	    0.0048
    1.4875	    0.2530	    0.0043
    1.4910	    0.2524	    0.0004
    1.4945	    0.2517	    0.0083
    1.4980	    0.2513	    0.0019
    1.5015	    0.2508	    0.0062
    1.5050	    0.2503	   -0.0009
    1.5085	    0.2497	    0.0081
    1.5120	    0.2491	   -0.0003
    1.5155	    0.2486	    0.0049
    1.5190	    0.2478	    0.0024
    1.5225	    0.2476	    0.0029
    1.5260	    0.2472	    0.0038
    1.5295	    0.2467	    0.0026
    1.5330	    0.2458	    0.0025
    1.5365	    0.2456	    0.0051
    1.5400	    0.2451	    0.0022
    1.5435	    0.2449	    0.0047
    1.5470	    0.2442	    0.0019
    1.5505	    0.2441	    0.0022
    1.5540	    0.2429	    0.0028
    1.5575	    0.2428	    0.0032
    1.5610	    0.2425	    0.0050
    1.5645	    0.2419	   -0.0004
    1.5680	    0.2412	    0.0024
    1.5715	    0.2407	    0.0038
    1.5750	    0.2406	   -0.0000
    1.5785	    0.2395	    0.0037
    1.5820	    0.2392	   -0.0002
    1.5855	    0.2382	    0.0057
    1.5890	    0.2381	   -0.0023
    1.5925	    0.2375	    0.0032
    1.5960	    0.2373	    0.0021
    1.5995	    0.2367	    0.0053
    1.6030	    0.2364	   -0.0019
    1.6065	    0.2357	    0.0057
    1.6100	    0.2352	    0.0007
    1.6135	    0.2347	    0.0018
    1.6170	    0.2345	    0.0026
    1.6205	    0.2337	    0.0044
    1.6240	    0.2335	   -0.0012
    1.6275	    0.2329	    0.0031
    1.6310	    0.2325	   -0.0013
    1.6345	    0.2319	    0.0014
    1.6380	    0.2316	   -0.0016
    1.6415	    0.2310	    0.0025
    1.6450	    0.2304	   -0.0030
    1.6485	    0.2301	    0.0050
    1.6520	    0.2296	   -0.0017
    1.6555	    0.2292	    0.0042
    1.6590	    0.2284	    0.0002
    1.6625	    0.2283	    0.0009
    1.6660	    0.2278	   -0.0035
    1.6695	    0.2271	    0.0016
    1.6730	    0.2270	   -0.0018
    1.6765	    0.2266	    0.0042
    1.6800	    0.2260	   -0.0034
    1.6835	    0.2257	    0.0007
    1.6870	    0.2249	   -0.0011
    1.6905	    0.2248	    0.0029
    1.6940	    0.2242	   -0.0003
    1.6975	    0.2242	   -0.0001
    1.7010	    0.2232	   -0.0031
    1.7045	    0.2231	    0.0021
    1.7080	    0.2225	   -0.0013
    1.7115	    0.2222	   -0.0011
    1.7150	    0.2217	    0.0011
    1.7185	    0.2216	   -0.0000
    1.7220	    0.2208	   -0.0022
    1.7255	    0.2204	    0.0046
    1.7290	    0.2201	   -0.0058
    1.7325	    0.2197	    0.0037
    1.7360	    0.2192	   -0.0045
    1.7395	    0.2187	    0.0006
    1.7430	    0.2182	   -0.0031
    1.7465	    0.2178	    0.0019
    1.7500	    0.2176	   -0.0021
    1.7535	    0.2172	   -0.0009
    1.7570	    0.2165	   -0.0004
    1.7605	    0.2163	   -0.0033
    1.7640	    0.2157	    0.0006
    1.7675	    0.2154	   -0.0023
    1.7710	    0.2150	    0.0014
    1.7745	    0.2145	   -0.0017
    1.7780	    0.2140	    0.0013
    1.7815	    0.2136	   -0.0011
    1.7850	    0.2134	    0.0026
    1.7885	    0.2129	   -0.0047
    1.7920	    0.2124	    0.0029
    1.7955	    0.2121	   -0.0032
    1.7990	    0.2118	   -0.0003
    1.8025	    0.2110	    0.0011
    1.8060	    0.2110	   -0.0046
    1.8095	    0.2105	    0.0025
    1.8130	    0.2102	   -0.0030
    1.8165	    0.2096	   -0.0019
